ID,Case Number,Date,Block,IUCR,PrimaryType,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,CoordinateX,CoordinateY,Year,Updated On,Latitude,Longitude,Location
11621266,JC182143,08/28/2018 12:01:00 AM,003XX N LA SALLE DR,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,STREET,false,false,1831,018,42,8,11,,,2018,03/13/2019 04:11:31 PM,,,
11621000,JC182964,12/22/2018 10:00:00 AM,055XX N OLCOTT AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,true,1613,016,41,10,26,,,2018,03/13/2019 04:11:31 PM,,,
11620981,JC183177,02/05/2018 12:00:00 PM,055XX S PRAIRIE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,0231,002,20,40,11,,,2018,03/13/2019 04:11:31 PM,,,
11620927,JC183043,01/01/2018 12:00:00 PM,027XX W 84TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0835,008,18,70,11,,,2018,03/13/2019 04:11:31 PM,,,
11620924,JC183079,08/25/2018 08:00:00 AM,032XX S MAY ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,0913,009,11,60,11,,,2018,03/13/2019 04:11:31 PM,,,
11620632,JC182783,12/15/2018 09:00:00 AM,014XX E 79TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0411,004,8,45,11,,,2018,03/13/2019 04:11:31 PM,,,
11620621,JC182797,02/22/2018 05:00:00 PM,048XX S LAMON AVE,1585,SEX OFFENSE,OTHER,RESIDENCE,false,true,0814,008,22,56,17,,,2018,03/13/2019 04:11:31 PM,,,
23843,JB166417,02/26/2018 07:04:00 PM,000XX E 118TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0532,005,9,53,01A,,,2018,03/13/2019 04:02:26 PM,,,
11481027,JB380692,08/05/2018 04:45:00 PM,002XX E BALBO DR,2025,NARCOTICS,POSS: HALLUCINOGENS,PARK PROPERTY,false,false,0114,001,42,32,18,,,2018,03/13/2019 04:11:31 PM,,,
11479183,JB302105,06/11/2018 09:25:00 AM,003XX S KILBOURN AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,1131,011,28,26,06,,,2018,03/13/2019 04:11:31 PM,,,
11437172,JB401127,08/20/2018 11:00:00 AM,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,false,false,1134,011,24,29,18,,,2018,03/13/2019 04:11:31 PM,,,
11437134,JB378991,08/04/2018 01:35:00 PM,003XX E RANDOLPH ST,2025,NARCOTICS,POSS: HALLUCINOGENS,PARK PROPERTY,false,false,0114,001,42,32,18,,,2018,03/13/2019 04:11:31 PM,,,
11437123,JB376280,08/02/2018 04:55:00 PM,003XX E RANDOLPH ST,2025,NARCOTICS,POSS: HALLUCINOGENS,PARK PROPERTY,false,false,0114,001,42,32,18,,,2018,03/13/2019 04:11:31 PM,,,
11551553,JB573005,12/30/2018 06:55:00 PM,041XX W CULLERTON ST,031A,ROBBERY,ARMED: HANDGUN,ALLEY,true,false,1012,010,24,29,03,1149080,1890099,2018,03/13/2019 04:02:26 PM,41.854358409,-87.728302138,"(41.854358409, -87.728302138)"
11547779,JB567663,12/26/2018 11:40:00 AM,011XX N LAWLER AVE,031A,ROBBERY,ARMED: HANDGUN,APARTMENT,false,false,1531,015,37,25,03,1138141,1907069,2018,03/13/2019 04:02:26 PM,41.901130843,-87.768043044,"(41.901130843, -87.768043044)"
11546091,JB566659,12/25/2018 12:20:00 AM,075XX S SOUTH SHORE DR,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,true,false,0421,004,7,43,04A,1196126,1856148,2018,03/13/2019 04:02:26 PM,41.76015578,-87.556752911,"(41.76015578, -87.556752911)"
11539646,JB558631,12/14/2018 03:00:00 PM,0000X W C28 ST,0890,THEFT,FROM BUILDING,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,true,false,1651,016,41,76,06,1099362,1935888,2018,03/13/2019 04:02:26 PM,41.980827693,-87.909963374,"(41.980827693, -87.909963374)"
11525083,JB539621,12/04/2018 10:40:00 AM,015XX W 18TH ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,false,true,1233,012,25,31,08B,,,2018,03/13/2019 04:02:26 PM,,,
11515557,JB526639,11/23/2018 07:50:00 PM,046XX N MILWAUKEE AVE,041A,BATTERY,AGGRAVATED: HANDGUN,ALLEY,true,false,1623,016,45,15,04B,1140616,1930408,2018,03/13/2019 04:02:26 PM,41.965130329,-87.758377123,"(41.965130329, -87.758377123)"
11515492,JB526776,11/23/2018 12:30:00 PM,090XX S BLACKSTONE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,true,false,0413,004,8,48,05,1187695,1845308,2018,03/13/2019 04:02:26 PM,41.730614464,-87.587996258,"(41.730614464, -87.587996258)"
11497185,JB502627,11/04/2018 12:45:00 AM,009XX N KEYSTONE AVE,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,true,false,1111,011,37,23,04B,1149217,1905987,2018,03/13/2019 04:02:26 PM,41.897954243,-87.727387588,"(41.897954243, -87.727387588)"
11493734,JB498162,01/01/2018 12:01:00 AM,084XX S MORGAN ST,0266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,true,true,0613,006,21,71,02,1171118,1848904,2018,03/13/2019 04:02:26 PM,41.740860249,-87.64861826,"(41.740860249, -87.64861826)"
11493733,JB498215,01/01/2018 12:01:00 AM,084XX S MORGAN ST,0266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,true,true,0613,006,21,71,02,1171118,1848904,2018,03/13/2019 04:02:26 PM,41.740860249,-87.64861826,"(41.740860249, -87.64861826)"
11479332,JB479181,10/17/2018 03:13:00 PM,079XX S BISHOP ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,0612,006,21,71,08A,1168046,1852083,2018,03/13/2019 04:02:26 PM,41.749650394,-87.659782645,"(41.749650394, -87.659782645)"
11479296,JB479063,10/17/2018 01:39:00 PM,010XX N HAMLIN AVE,031A,ROBBERY,ARMED: HANDGUN,ALLEY,true,false,1112,011,27,23,03,1150860,1906664,2018,03/13/2019 04:02:26 PM,41.899779997,-87.721335223,"(41.899779997, -87.721335223)"
11468860,JB465161,10/06/2018 08:15:00 AM,010XX N WOOD ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1212,012,1,24,05,1164209,1906885,2018,03/13/2019 04:02:26 PM,41.900114659,-87.672297954,"(41.900114659, -87.672297954)"
11438074,JB424232,09/05/2018 10:00:00 PM,039XX W GRENSHAW ST,0261,CRIM SEXUAL ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,true,false,1132,011,24,29,02,1150287,1894750,2018,03/13/2019 04:02:26 PM,41.867097885,-87.723750713,"(41.867097885, -87.723750713)"
11426444,JB409192,08/26/2018 08:15:00 AM,012XX W OHIO ST,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,ALLEY,true,false,1215,012,1,24,02,1168039,1904153,2018,03/13/2019 04:02:26 PM,41.892536025,-87.658309269,"(41.892536025, -87.658309269)"
11421678,JB403281,08/19/2018 02:00:00 PM,079XX S PAULINA ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,false,false,0611,006,17,71,08B,1166392,1852028,2018,03/13/2019 04:02:26 PM,41.749534837,-87.665845166,"(41.749534837, -87.665845166)"
11378819,JB347862,07/13/2018 11:28:00 AM,035XX W ROOSEVELT RD,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,RESIDENCE,true,false,1021,010,24,29,26,1152955,1894481,2018,03/13/2019 04:02:26 PM,41.866307314,-87.713963181,"(41.866307314, -87.713963181)"
11301225,JB244747,05/01/2018 12:41:00 AM,012XX S HALSTED ST,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,false,false,1232,012,11,28,26,1171215,1894878,2018,03/13/2019 04:02:26 PM,41.867015632,-87.646917628,"(41.867015632, -87.646917628)"
11290222,JB230424,04/19/2018 08:55:00 PM,039XX N FREMONT ST,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,RESIDENCE PORCH/HALLWAY,false,false,1923,019,46,6,02,1169550,1926570,2018,03/13/2019 04:02:26 PM,41.954016661,-87.652105978,"(41.954016661, -87.652105978)"
11276415,JB211982,04/05/2018 06:15:00 AM,070XX S FAIRFIELD AVE,041A,BATTERY,AGGRAVATED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),false,false,0831,008,17,66,04B,1159259,1857797,2018,03/13/2019 04:02:26 PM,41.765514728,-87.691825922,"(41.765514728, -87.691825922)"
11267884,JB201237,03/06/2018 11:00:00 AM,007XX N CICERO AVE,1120,DECEPTIVE PRACTICE,FORGERY,CURRENCY EXCHANGE,true,false,1111,011,28,25,10,1144215,1904692,2018,03/13/2019 04:02:26 PM,41.894496091,-87.745792225,"(41.894496091, -87.745792225)"
11223724,JB142333,02/01/2018 11:00:00 PM,045XX S LAPORTE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,true,false,0814,008,22,56,26,1144120,1874099,2018,03/13/2019 04:02:26 PM,41.810546558,-87.74690847,"(41.810546558, -87.74690847)"
11223510,JB142060,01/30/2018 02:00:00 PM,119XX S HALSTED ST,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CURRENCY EXCHANGE,true,false,0524,005,34,53,10,1173143,1825671,2018,03/13/2019 04:02:26 PM,41.677061018,-87.641882376,"(41.677061018, -87.641882376)"
11212592,JB127606,01/24/2018 08:00:00 AM,009XX N KARLOV AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,1111,011,37,23,08B,1148880,1905983,2018,03/13/2019 04:02:26 PM,41.897949791,-87.728625471,"(41.897949791, -87.728625471)"
11620097,JC182079,08/31/2018 12:01:00 AM,058XX W FULLERTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2515,025,30,19,08B,,,2018,03/12/2019 04:21:39 PM,,,
11619956,JC181822,05/10/2018 06:00:00 PM,016XX S PRAIRIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0132,001,3,33,08B,,,2018,03/12/2019 04:21:39 PM,,,
11619837,JC181811,12/01/2018 12:01:00 AM,021XX W OHIO ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1221,012,26,24,11,,,2018,03/12/2019 04:21:39 PM,,,
11619834,JC181517,12/20/2018 02:00:00 PM,004XX E 43RD ST,0810,THEFT,OVER $500,GROCERY FOOD STORE,false,false,0221,002,3,38,06,,,2018,03/12/2019 04:21:39 PM,,,
11619819,JC181537,08/21/2018 09:00:00 AM,069XX S NORMAL BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0732,007,6,68,11,,,2018,03/12/2019 04:21:39 PM,,,
11619798,JC181775,03/14/2018 03:00:00 PM,027XX W 23RD ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1034,010,12,30,11,,,2018,03/12/2019 04:21:39 PM,,,
11619769,JC181699,11/14/2018 05:30:00 PM,007XX N MORGAN ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,1214,012,27,24,11,,,2018,03/12/2019 04:21:39 PM,,,
11619755,JC181654,11/01/2018 12:01:00 AM,072XX S PEORIA ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,true,0733,007,6,68,11,,,2018,03/12/2019 04:21:39 PM,,,
11619700,JC181472,12/23/2018 03:00:00 PM,017XX N HARDING AVE,0890,THEFT,FROM BUILDING,APARTMENT,false,false,2535,025,26,23,06,,,2018,03/12/2019 04:21:39 PM,,,
11619655,JC181448,11/22/2018 12:00:00 PM,003XX E 132ND PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,true,0533,005,9,54,11,,,2018,03/12/2019 04:21:39 PM,,,
11619513,JC181335,01/01/2018 12:01:00 AM,075XX N SHERIDAN RD,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,2422,024,49,1,11,,,2018,03/12/2019 04:21:39 PM,,,
11619490,JC181321,11/21/2018 09:00:00 AM,045XX S DREXEL BLVD,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,RESIDENCE,false,false,0222,002,4,39,11,,,2018,03/12/2019 04:21:39 PM,,,
11619463,JC181298,08/01/2018 12:00:00 PM,0000X W MONROE ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,0112,001,42,32,06,,,2018,03/12/2019 04:21:39 PM,,,
11619431,JC181184,04/18/2018 10:00:00 AM,015XX E 61ST ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0314,003,5,42,11,,,2018,03/12/2019 04:21:39 PM,,,
11619406,JC181238,09/21/2018 10:00:00 AM,042XX N GREENVIEW AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,false,false,1912,019,47,6,11,,,2018,03/12/2019 04:21:39 PM,,,
11616665,JC177738,03/25/2018 01:00:00 PM,010XX S DAMEN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,GOVERNMENT BUILDING/PROPERTY,false,false,1225,012,27,28,26,,,2018,03/12/2019 04:21:39 PM,,,
24032,JB328771,06/30/2018 05:12:00 AM,056XX S WABASH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0225,002,20,40,01A,,,2018,03/12/2019 04:13:28 PM,,,
11562918,JC111142,12/25/2018 06:00:00 AM,076XX S COLES AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,false,false,0421,004,7,43,08B,1196195,1855305,2018,03/12/2019 04:13:28 PM,41.757840818,-87.556527929,"(41.757840818, -87.556527929)"
11550773,JB571895,12/29/2018 08:20:00 PM,006XX W ALDINE AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,true,true,1925,019,44,6,26,1171349,1922151,2018,03/12/2019 04:13:28 PM,41.941851339,-87.645623028,"(41.941851339, -87.645623028)"
11532599,JB549449,12/11/2018 07:57:00 PM,103XX S ELIZABETH ST,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,"SCHOOL, PUBLIC, BUILDING",true,false,2232,022,34,73,15,1169846,1836216,2018,03/12/2019 04:13:28 PM,41.706070186,-87.653645803,"(41.706070186, -87.653645803)"
11525894,JB540491,12/04/2018 09:26:00 PM,086XX S MANISTEE AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,true,false,0423,004,7,46,04B,1195987,1848235,2018,03/12/2019 04:13:28 PM,41.738445346,-87.557523829,"(41.738445346, -87.557523829)"
11485764,JB487599,10/23/2018 10:30:00 PM,002XX S LOTUS AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1522,015,29,25,03,1139922,1898350,2018,03/12/2019 04:13:28 PM,41.877172431,-87.761714523,"(41.877172431, -87.761714523)"
11477297,JB476520,10/15/2018 12:00:00 AM,059XX W RAILROAD AVE,0330,ROBBERY,AGGRAVATED,STREET,false,false,1513,015,29,25,03,1136762,1895843,2018,03/12/2019 04:13:28 PM,41.870350043,-87.773377376,"(41.870350043, -87.773377376)"
11465293,JB460483,10/03/2018 05:47:00 AM,085XX S HOYNE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,true,false,0614,006,18,71,15,1163841,1848175,2018,03/12/2019 04:13:28 PM,41.739015555,-87.675301079,"(41.739015555, -87.675301079)"
11443721,JB431911,09/12/2018 02:03:00 AM,030XX S MICHIGAN AVE,0337,ROBBERY,ATTEMPT: ARMED-OTHER DANG WEAP,APARTMENT,true,false,0133,001,3,35,03,1177749,1884891,2018,03/12/2019 04:13:28 PM,41.839464759,-87.623233908,"(41.839464759, -87.623233908)"
11430403,JB414480,08/29/2018 07:30:00 PM,016XX W MORSE AVE,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,APARTMENT,true,true,2431,024,49,1,02,1164272,1946137,2018,03/12/2019 04:13:28 PM,42.007822658,-87.670952227,"(42.007822658, -87.670952227)"
11415164,JB394918,08/15/2018 05:32:00 PM,054XX W MADISON ST,0320,ROBBERY,STRONGARM - NO WEAPON,PARKING LOT/GARAGE(NON.RESID.),true,false,1522,015,29,25,03,1139904,1899485,2018,03/12/2019 04:13:28 PM,41.880287347,-87.761752861,"(41.880287347, -87.761752861)"
11619370,JC181085,07/11/2018 11:00:00 AM,010XX N RIDGEWAY AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1112,011,27,23,11,,,2018,03/11/2019 04:05:52 PM,,,
11618919,JC180575,10/30/2018 08:00:00 AM,053XX S CORNELL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,0234,002,5,41,11,,,2018,03/11/2019 04:05:52 PM,,,
11618907,JC180543,11/12/2018 02:10:00 PM,031XX N SHERIDAN RD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,1934,019,44,6,11,,,2018,03/11/2019 04:05:52 PM,,,
11618716,JC180400,08/16/2018 08:30:00 PM,061XX S JUSTINE ST,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0713,007,16,67,06,,,2018,03/11/2019 04:05:52 PM,,,
11618649,JC178115,11/09/2018 04:07:00 PM,085XX S KILPATRICK AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,0834,008,18,70,11,,,2018,03/11/2019 04:05:52 PM,,,
11617625,JC179064,08/16/2018 12:00:00 AM,089XX S EMERALD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,true,false,2223,022,21,71,11,,,2018,03/11/2019 03:58:44 PM,,,
11617041,JC178299,10/01/2018 12:01:00 AM,002XX E ILLINOIS ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,false,false,1834,018,42,8,11,,,2018,03/11/2019 03:58:44 PM,,,
11547349,JB568223,12/26/2018 04:00:00 PM,028XX W 63RD ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0823,008,17,66,06,1158313,1862737,2018,01/02/2019 04:18:06 PM,41.779090123,-87.695158983,"(41.779090123, -87.695158983)"
11511755,JB522040,11/08/2018 12:01:00 AM,005XX W 44TH ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,false,false,0925,009,11,61,08B,1173622,1875751,2018,03/11/2019 03:58:44 PM,41.814476414,-87.63864922,"(41.814476414, -87.63864922)"
11486009,JB487956,10/24/2018 10:11:00 AM,021XX W 83RD ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,true,true,0614,006,18,71,26,1163361,1849584,2018,03/11/2019 03:58:44 PM,41.742892124,-87.677020346,"(41.742892124, -87.677020346)"
11446144,JB435467,09/14/2018 01:30:00 PM,028XX W 63RD ST,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,0823,008,15,66,06,1158313,1862737,2018,09/21/2018 04:12:37 PM,41.779090123,-87.695158983,"(41.779090123, -87.695158983)"
11415917,JB395882,06/15/2018 12:00:00 AM,035XX S MICHIGAN AVE,5131,OTHER OFFENSE,VIOLENT OFFENDER: ANNUAL REGISTRATION,GOVERNMENT BUILDING/PROPERTY,true,false,0213,002,3,35,26,1177772,1881665,2018,03/11/2019 03:58:44 PM,41.830611847,-87.623247369,"(41.830611847, -87.623247369)"
11299791,JB243310,04/30/2018 04:53:00 AM,002XX N LAKE SHORE DR SB,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,OTHER,false,false,0114,001,42,32,14,1180110,1901606,2018,05/07/2018 04:03:09 PM,41.885277795,-87.614056327,"(41.885277795, -87.614056327)"
11618042,JC179636,11/21/2018 12:00:00 AM,065XX N TROY ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,2412,024,50,2,26,,,2018,03/10/2019 04:00:57 PM,,,
11617973,JC179540,08/28/2018 12:00:00 PM,028XX N MILWAUKEE AVE,0810,THEFT,OVER $500,APARTMENT,false,false,1412,014,35,21,06,,,2018,03/10/2019 04:00:57 PM,,,
11617908,JC179310,11/01/2018 12:00:00 PM,051XX S LAKE PARK AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,SMALL RETAIL STORE,false,false,0234,002,4,41,08A,,,2018,03/10/2019 04:00:57 PM,,,
11617822,JC179225,12/24/2018 01:00:00 PM,013XX W 64TH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,0724,007,16,67,11,,,2018,03/10/2019 04:00:57 PM,,,
11617733,JC177893,03/01/2018 09:00:00 AM,001XX N MICHIGAN AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,COMMERCIAL / BUSINESS OFFICE,false,false,0111,001,42,32,02,,,2018,03/10/2019 04:00:57 PM,,,
11617726,JC178970,07/18/2018 09:00:00 AM,006XX S PLYMOUTH CT,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,0123,001,4,32,11,,,2018,03/10/2019 04:00:57 PM,,,
11543329,JB563336,12/22/2018 12:40:00 AM,033XX N HARLEM AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),true,false,1631,016,29,17,07,1127489,1921452,2018,03/10/2019 03:53:43 PM,41.94078561,-87.806845204,"(41.94078561, -87.806845204)"
11542780,JB562696,12/15/2018 07:00:00 PM,006XX W ALDINE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,true,true,1925,019,44,6,26,1171349,1922151,2018,03/10/2019 03:53:43 PM,41.941851339,-87.645623028,"(41.941851339, -87.645623028)"
11541605,JB561254,12/20/2018 03:40:00 PM,003XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,RESTAURANT,true,false,0111,001,42,32,06,1177246,1902333,2018,03/10/2019 03:53:43 PM,41.887338112,-87.624551258,"(41.887338112, -87.624551258)"
11518701,JB531156,11/26/2018 11:15:00 AM,066XX S GREENWOOD AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,true,false,0321,003,5,42,03,1184361,1861216,2018,03/10/2019 03:53:43 PM,41.774346209,-87.599712752,"(41.774346209, -87.599712752)"
11427684,JB410912,08/27/2018 02:04:00 PM,008XX N MASSASOIT AVE,0650,BURGLARY,HOME INVASION,SIDEWALK,true,false,1511,015,29,25,05,1137875,1905021,2018,03/10/2019 03:53:43 PM,41.895515683,-87.769069576,"(41.895515683, -87.769069576)"
11329203,JB282358,05/27/2018 04:00:00 PM,058XX W CHICAGO AVE,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,BARBERSHOP,true,false,1511,015,29,25,02,1137408,1904749,2018,03/10/2019 03:53:43 PM,41.894777696,-87.770791335,"(41.894777696, -87.770791335)"
11617206,JC178288,12/15/2018 12:00:00 PM,001XX W SUPERIOR ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,false,false,1832,018,42,8,11,,,2018,03/09/2019 04:05:42 PM,,,
11617157,JC178116,10/24/2018 08:45:00 AM,067XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,0322,003,6,69,08B,,,2018,03/09/2019 04:05:42 PM,,,
11617130,JC178220,08/09/2018 10:00:00 AM,050XX W PENSACOLA AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,1624,016,45,15,11,,,2018,03/09/2019 04:05:42 PM,,,
11617107,JC178098,12/30/2018 02:00:00 PM,003XX E 69TH PL,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,false,false,0322,003,6,69,02,,,2018,03/09/2019 04:05:42 PM,,,
11617084,JC178324,03/01/2018 12:00:00 PM,006XX N ST CLAIR ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,HOSPITAL BUILDING/GROUNDS,false,true,1834,018,42,8,26,,,2018,03/09/2019 04:05:42 PM,,,
11617070,JC178373,10/23/2018 09:00:00 AM,022XX N MILWAUKEE AVE,0890,THEFT,FROM BUILDING,ATHLETIC CLUB,false,false,1431,014,1,22,06,,,2018,03/09/2019 04:05:42 PM,,,
11617040,JC178096,11/01/2018 08:00:00 AM,001XX N LA CROSSE AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,1532,015,28,25,11,,,2018,03/09/2019 04:05:42 PM,,,
11616972,JC178234,09/01/2018 12:01:00 AM,006XX N LAKE SHORE DR,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,1834,018,42,8,11,,,2018,03/09/2019 04:05:42 PM,,,
11616913,JC178074,12/10/2018 07:00:00 PM,053XX N CLARK ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,false,false,2012,020,40,77,11,,,2018,03/09/2019 04:05:42 PM,,,
11616772,JC177933,06/06/2018 10:00:00 AM,0000X E MADISON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,COMMERCIAL / BUSINESS OFFICE,false,false,0112,001,42,32,11,,,2018,03/09/2019 04:05:42 PM,,,
11438198,JB407777,08/25/2018 08:00:00 AM,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,true,false,1134,011,24,29,18,,,2018,03/09/2019 04:05:42 PM,,,
11438194,JB412067,08/28/2018 11:15:00 AM,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,true,false,1134,011,24,29,18,,,2018,03/09/2019 04:05:42 PM,,,
11438182,JB417631,09/01/2018 09:10:00 AM,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,true,false,1134,011,24,29,18,,,2018,03/09/2019 04:05:42 PM,,,
11438180,JB417616,09/01/2018 08:45:00 AM,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,true,false,1134,011,24,29,18,,,2018,03/09/2019 04:05:42 PM,,,
11438165,JB416224,08/31/2018 10:30:00 AM,033XX W FILLMORE ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,POLICE FACILITY/VEH PARKING LOT,true,false,1134,011,24,29,18,,,2018,03/09/2019 04:05:42 PM,,,
11438163,JB415305,08/15/2018 03:15:00 PM,002XX S CANAL ST,2091,NARCOTICS,FORFEIT PROPERTY,OTHER RAILROAD PROP / TRAIN DEPOT,true,false,0121,001,42,28,18,,,2018,03/09/2019 04:05:42 PM,,,
