ID,Case Number,Date,Block,IUCR,PrimaryType,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,CoordinateX,CoordinateY,Year,Updated On,Latitude,Longitude,Location
11580091,JC133277,10/31/2018 12:00:00 PM,006XX W BUENA AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,1915,019,46,3,11,,,2018,01/29/2019 04:19:06 PM,,,
11579918,JC133098,09/28/2018 12:00:00 PM,114XX S INDIANA AVE,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,false,true,0531,005,9,49,26,,,2018,01/29/2019 04:19:06 PM,,,
11579842,JC133003,12/31/2018 08:00:00 PM,030XX E 88TH ST,0810,THEFT,OVER $500,STREET,false,false,0424,004,10,46,06,,,2018,01/29/2019 04:19:06 PM,,,
11579776,JC132898,02/22/2018 10:21:00 AM,039XX S LAKE PARK AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,0214,002,4,36,11,,,2018,01/29/2019 04:19:06 PM,,,
11579775,JC132888,10/15/2018 11:25:00 AM,102XX S PRINCETON AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,false,false,0511,005,9,49,11,,,2018,01/29/2019 04:19:06 PM,,,
11579771,JC132947,12/29/2018 09:45:00 PM,006XX E BOWEN AVE,0810,THEFT,OVER $500,RESIDENCE,false,false,0214,002,4,38,06,,,2018,01/29/2019 04:19:06 PM,,,
11579717,JC132824,09/11/2018 12:00:00 PM,006XX E 101ST ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0511,005,9,49,11,,,2018,01/29/2019 04:19:06 PM,,,
11579694,JC132700,08/10/2018 11:00:00 PM,021XX W MADISON ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,false,false,1223,012,27,28,26,,,2018,01/29/2019 04:19:06 PM,,,
11579680,JC132730,01/01/2018 12:01:00 AM,103XX S GREEN BAY AVE,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,false,true,0432,004,10,52,02,,,2018,01/29/2019 04:19:06 PM,,,
11579678,JC132577,03/14/2018 12:01:00 AM,084XX S ESCANABA AVE,1565,SEX OFFENSE,INDECENT SOLICITATION/CHILD,RESIDENCE,false,true,0423,004,10,46,17,,,2018,01/29/2019 04:19:06 PM,,,
11579674,JC132862,12/16/2018 11:30:00 AM,002XX S CANAL ST,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",OTHER,false,false,0121,001,42,28,11,,,2018,01/29/2019 04:19:06 PM,,,
11579662,JC132890,12/05/2018 08:00:00 AM,072XX S STONY ISLAND AVE,0820,THEFT,$500 AND UNDER,OTHER,false,false,0324,003,7,43,06,,,2018,01/29/2019 04:19:06 PM,,,
11579636,JC129709,04/04/2018 12:00:00 PM,003XX E 76TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,true,0623,006,6,69,11,,,2018,01/29/2019 04:19:06 PM,,,
11579634,JC132736,03/01/2018 12:00:00 PM,027XX N CAMPBELL AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER,false,false,1411,014,32,22,11,,,2018,01/29/2019 04:19:06 PM,,,
11579545,JC132487,10/01/2018 09:22:00 PM,031XX N KILPATRICK AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,true,2521,025,31,19,26,,,2018,01/29/2019 04:19:06 PM,,,
11579514,JC132532,06/01/2018 12:00:00 AM,016XX S TRUMBULL AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,OTHER,false,true,1021,010,24,29,20,,,2018,01/29/2019 04:19:06 PM,,,
11579496,JC131700,11/30/2018 12:00:00 PM,018XX S ST LOUIS AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,false,false,1021,010,24,29,02,,,2018,01/29/2019 04:19:06 PM,,,
11579463,JC132536,10/22/2018 12:00:00 AM,052XX N LAMON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,1621,016,39,12,26,,,2018,01/29/2019 04:19:06 PM,,,
11579459,JC132557,12/17/2018 09:00:00 AM,080XX S FRANCISCO AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,0835,008,18,70,11,,,2018,01/29/2019 04:19:06 PM,,,
11579432,JC132418,10/01/2018 12:01:00 AM,007XX N DEARBORN ST,0266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,false,true,1832,018,2,8,02,,,2018,01/29/2019 04:19:06 PM,,,
11579427,JC132398,06/01/2018 12:00:00 AM,024XX N RUTHERFORD AVE,0266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,false,true,2512,025,36,18,02,,,2018,01/29/2019 04:19:06 PM,,,
11579425,JC131567,09/15/2018 05:00:00 PM,018XX S ALLPORT ST,0460,BATTERY,SIMPLE,"SCHOOL, PRIVATE, BUILDING",false,false,1233,012,25,31,08B,,,2018,01/29/2019 04:19:06 PM,,,
11579383,JC132345,04/01/2018 08:00:00 PM,026XX W MONROE ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,false,false,1125,011,27,27,02,,,2018,01/29/2019 04:19:06 PM,,,
11579378,JC132396,12/18/2018 12:00:00 PM,001XX E 36TH ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0212,002,3,35,06,,,2018,01/29/2019 04:19:06 PM,,,
11579327,JC132338,11/15/2018 06:00:00 PM,014XX S ASHLAND AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1233,012,28,28,06,,,2018,01/29/2019 04:19:06 PM,,,
11579324,JC132357,12/17/2018 10:00:00 PM,026XX W 24TH ST,0810,THEFT,OVER $500,RESIDENCE,false,false,1034,010,12,30,06,,,2018,01/29/2019 04:19:06 PM,,,
11577814,JC127970,03/01/2018 12:00:00 AM,057XX S PULASKI RD,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,false,false,0813,008,13,62,11,,,2018,01/29/2019 04:19:06 PM,,,
11578096,JC130427,12/02/2018 01:50:00 PM,017XX N LOCKWOOD AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,HOSPITAL BUILDING/GROUNDS,false,false,2532,025,37,25,11,,,2018,01/29/2019 04:12:06 PM,,,
11560167,JC103552,12/29/2018 07:00:00 PM,055XX S CALIFORNIA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0824,008,16,63,08B,1158653,1867779,2018,01/29/2019 04:12:06 PM,41.792919144,-87.693775007,"(41.792919144, -87.693775007)"
11548779,JB569760,12/28/2018 05:05:00 AM,083XX S PAULINA ST,0291,CRIM SEXUAL ASSAULT,ATTEMPT NON-AGGRAVATED,ALLEY,false,false,0614,006,21,71,02,1166461,1849442,2018,01/29/2019 04:12:06 PM,41.742437013,-87.665665849,"(41.742437013, -87.665665849)"
11546276,JB566896,12/25/2018 11:30:00 AM,038XX N DRAKE AVE,5004,SEX OFFENSE,ATT CRIM SEXUAL ABUSE,APARTMENT,true,false,1732,017,35,16,17,1152038,1925399,2018,01/29/2019 04:12:06 PM,41.951167285,-87.716513381,"(41.951167285, -87.716513381)"
11542091,JB561201,12/12/2018 08:42:00 PM,100XX W OHARE ST,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,true,false,1651,016,41,76,11,1100658,1934241,2018,01/29/2019 04:12:06 PM,41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
11541363,JB560864,12/20/2018 10:37:00 AM,051XX W 47TH ST,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,STREET,true,false,0814,008,22,56,03,1142662,1872980,2018,01/29/2019 04:12:06 PM,41.807503022,-87.752284096,"(41.807503022, -87.752284096)"
11536723,JB555098,12/15/2018 09:15:00 PM,020XX S MICHIGAN AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,true,true,0132,001,3,33,04B,1177528,1890620,2018,01/29/2019 04:12:06 PM,41.855190551,-87.623871195,"(41.855190551, -87.623871195)"
11534484,JB552117,12/13/2018 08:00:00 AM,021XX S HOYNE AVE,0460,BATTERY,SIMPLE,STREET,true,false,1234,012,25,31,08B,1162704,1889642,2018,01/29/2019 04:12:06 PM,41.852830043,-87.6783092,"(41.852830043, -87.6783092)"
11532394,JB549386,12/11/2018 12:30:00 PM,016XX N SAWYER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,true,false,1421,014,26,23,07,1154335,1910730,2018,01/29/2019 04:12:06 PM,41.910868734,-87.708462658,"(41.910868734, -87.708462658)"
11532264,JB549186,12/11/2018 05:30:00 PM,019XX S CENTRAL PARK AVE,0320,ROBBERY,STRONGARM - NO WEAPON,CTA TRAIN,false,false,1024,010,24,29,03,1152688,1889938,2018,01/29/2019 04:12:06 PM,41.85384608,-87.715063469,"(41.85384608, -87.715063469)"
11530142,JB546327,10/18/2018 11:00:00 AM,055XX W WASHINGTON BLVD,0890,THEFT,FROM BUILDING,OTHER,true,false,1522,015,29,25,06,1139376,1900200,2018,01/29/2019 04:12:06 PM,41.882259032,-87.763674222,"(41.882259032, -87.763674222)"
11528411,JB543838,12/03/2018 01:35:00 AM,062XX N CALIFORNIA AVE,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,false,false,2413,024,50,2,05,1158527,1941244,2018,01/29/2019 04:12:06 PM,41.994516118,-87.692224137,"(41.994516118, -87.692224137)"
11525869,JB540499,12/04/2018 08:54:00 PM,042XX N DRAKE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1723,017,35,16,08B,1151966,1927859,2018,01/29/2019 04:12:06 PM,41.957919121,-87.716712986,"(41.957919121, -87.716712986)"
11497756,JB503467,11/04/2018 05:45:00 PM,001XX N OAKLEY BLVD,031A,ROBBERY,ARMED: HANDGUN,ALLEY,true,false,1223,012,27,28,03,1161062,1900805,2018,01/29/2019 04:12:06 PM,41.883496589,-87.68402596,"(41.883496589, -87.68402596)"
11493960,JB498187,10/31/2018 07:11:00 PM,079XX S INGLESIDE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,true,false,0624,006,8,44,04A,1183941,1852514,2018,01/29/2019 04:12:06 PM,41.750476891,-87.601523766,"(41.750476891, -87.601523766)"
11482621,JB483682,07/29/2018 09:27:00 AM,072XX S MARSHFIELD AVE,3960,INTIMIDATION,INTIMIDATION,RESIDENCE,false,false,0735,007,17,67,26,1166596,1856670,2018,01/29/2019 04:12:06 PM,41.762268782,-87.664965474,"(41.762268782, -87.664965474)"
11480451,JB480643,10/03/2018 03:10:00 PM,082XX S COTTAGE GROVE AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,CURRENCY EXCHANGE,true,false,0631,006,8,44,11,1182995,1850437,2018,01/29/2019 04:12:06 PM,41.744799407,-87.60505473,"(41.744799407, -87.60505473)"
11471939,JB469337,10/09/2018 09:08:00 PM,024XX W LELAND AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,true,false,1911,019,47,4,03,1159100,1931137,2018,01/29/2019 04:12:06 PM,41.96677027,-87.690395443,"(41.96677027, -87.690395443)"
11470046,JB466774,10/08/2018 05:40:00 AM,011XX S JEFFERSON ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,GAS STATION,true,false,0124,001,25,28,03,1172488,1895410,2018,01/29/2019 04:12:06 PM,41.868447451,-87.642228591,"(41.868447451, -87.642228591)"
11436547,JB422430,09/04/2018 07:53:00 PM,012XX N MILWAUKEE AVE,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,BANK,false,false,1433,014,2,24,11,1165668,1908175,2018,01/29/2019 04:12:06 PM,41.903623535,-87.666902214,"(41.903623535, -87.666902214)"
11413823,JB393392,08/13/2018 01:00:00 PM,016XX N TRIPP AVE,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,RESIDENCE,false,false,2534,025,26,23,11,1147803,1910549,2018,01/29/2019 04:12:06 PM,41.910500128,-87.732463754,"(41.910500128, -87.732463754)"
11386402,JB357607,06/22/2018 01:36:00 AM,001XX N WESTERN AVE,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CURRENCY EXCHANGE,false,false,1223,012,27,28,10,1160382,1901043,2018,01/29/2019 04:12:06 PM,41.884163773,-87.686516386,"(41.884163773, -87.686516386)"
11386396,JB357674,07/14/2018 07:30:00 PM,001XX N WESTERN AVE,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CURRENCY EXCHANGE,false,false,1223,012,27,28,10,1160382,1901043,2018,01/29/2019 04:12:06 PM,41.884163773,-87.686516386,"(41.884163773, -87.686516386)"
11386131,JB357097,07/19/2018 05:00:00 PM,095XX S UNIVERSITY AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,true,false,0511,005,8,50,03,1185545,1841945,2018,01/29/2019 04:12:06 PM,41.721436835,-87.595977853,"(41.721436835, -87.595977853)"
11377850,JB345289,07/11/2018 02:15:00 PM,001XX S CANAL ST,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,CONVENIENCE STORE,false,false,0121,001,42,28,11,1173162,1899653,2018,01/29/2019 04:12:06 PM,41.880075611,-87.639628321,"(41.880075611, -87.639628321)"
11376786,JB345306,06/20/2018 07:25:00 PM,001XX N WESTERN AVE,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CURRENCY EXCHANGE,true,false,1223,012,27,28,10,1160382,1901043,2018,01/29/2019 04:12:06 PM,41.884163773,-87.686516386,"(41.884163773, -87.686516386)"
11367896,JB333364,07/02/2018 12:00:00 AM,021XX N CLYBOURN AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),false,false,1811,018,2,7,11,1166993,1914077,2018,01/29/2019 04:12:06 PM,41.919790638,-87.661865485,"(41.919790638, -87.661865485)"
11238675,JB162770,02/17/2018 09:00:00 PM,059XX W NORTH AVE,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CURRENCY EXCHANGE,false,false,2531,025,29,25,10,1135981,1910014,2018,01/29/2019 04:12:06 PM,41.90925107,-87.775906748,"(41.90925107, -87.775906748)"
11579265,JC132217,10/19/2018 03:00:00 AM,040XX W 25TH PL,0820,THEFT,$500 AND UNDER,STREET,false,false,1013,010,22,30,06,,,2018,01/28/2019 04:14:23 PM,,,
11579258,JC132193,12/06/2018 09:00:00 AM,058XX S MICHIGAN AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE,false,false,0232,002,20,40,26,,,2018,01/28/2019 04:14:23 PM,,,
11579183,JC132134,12/29/2018 01:47:00 AM,073XX S YALE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER,false,false,0731,007,6,69,26,,,2018,01/28/2019 04:14:23 PM,,,
11578907,JC131653,12/15/2018 12:01:00 AM,007XX E BOWEN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,0214,002,4,38,11,,,2018,01/28/2019 04:14:23 PM,,,
11578876,JC131722,12/19/2018 10:05:00 AM,025XX W CORTLAND ST,0810,THEFT,OVER $500,WAREHOUSE,false,false,1434,014,1,22,06,,,2018,01/28/2019 04:14:23 PM,,,
11578779,JC128438,12/31/2018 06:00:00 PM,075XX S PAULINA ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,0611,006,17,71,08A,,,2018,01/28/2019 04:14:23 PM,,,
11578666,JC131340,12/25/2018 10:00:00 AM,072XX S CLAREMONT AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0832,008,18,66,05,,,2018,01/28/2019 04:14:23 PM,,,
11578620,JC131411,12/05/2018 06:08:00 PM,045XX W HOMER ST,0820,THEFT,$500 AND UNDER,OTHER,false,false,2533,025,36,20,06,,,2018,01/28/2019 04:14:23 PM,,,
11578518,JC131198,12/29/2018 01:10:00 AM,003XX W WACKER DR,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,false,false,0122,001,42,32,26,,,2018,01/28/2019 04:14:23 PM,,,
11575812,JC127855,01/01/2018 12:00:00 PM,017XX W CHASE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,2423,024,49,1,11,,,2018,01/28/2019 04:06:33 PM,,,
11566573,JC116689,09/06/2018 06:30:00 PM,079XX S DAMEN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,true,false,0611,006,17,71,07,,,2018,01/28/2019 04:06:33 PM,,,
11552423,JB574156,12/31/2018 12:00:00 AM,009XX E 76TH ST,0810,THEFT,OVER $500,STREET,false,false,0624,006,8,69,06,1183553,1854644,2018,01/28/2019 04:06:33 PM,41.756330877,-87.602879293,"(41.756330877, -87.602879293)"
11549009,JB569960,11/12/2018 08:50:00 AM,068XX S DR MARTIN LUTHER KING JR DR,0620,BURGLARY,UNLAWFUL ENTRY,OTHER,false,false,0322,003,20,69,05,1180101,1859655,2018,01/28/2019 04:06:33 PM,41.770161326,-87.615376778,"(41.770161326, -87.615376778)"
11542569,JB562337,12/11/2018 05:20:00 PM,025XX W CERMAK RD,0810,THEFT,OVER $500,SIDEWALK,false,false,1034,010,28,31,06,1159734,1889313,2018,01/28/2019 04:06:33 PM,41.851988885,-87.689219118,"(41.851988885, -87.689219118)"
11540979,JB560418,12/19/2018 09:23:00 PM,073XX N ROGERS AVE,0479,BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,CTA BUS STOP,true,false,2424,024,49,1,04B,1161801,1948295,2018,01/28/2019 04:06:33 PM,42.013796364,-87.679982964,"(42.013796364, -87.679982964)"
11529741,JB545617,12/08/2018 08:45:00 PM,088XX S PAULINA ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,true,false,2221,022,21,71,07,1166555,1846053,2018,01/28/2019 04:06:33 PM,41.733135097,-87.665417802,"(41.733135097, -87.665417802)"
11522868,JB536667,12/01/2018 10:30:00 PM,022XX W DIVERSEY PKWY,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,PARKING LOT/GARAGE(NON.RESID.),true,false,1432,014,1,22,04B,1161089,1918562,2018,01/28/2019 04:06:33 PM,41.932222582,-87.683432779,"(41.932222582, -87.683432779)"
11521431,JB533963,11/26/2018 07:00:00 PM,050XX S WINCHESTER AVE,0266,CRIM SEXUAL ASSAULT,PREDATORY,APARTMENT,false,true,0931,009,15,61,02,1164207,1871176,2018,01/28/2019 04:06:33 PM,41.802125742,-87.673313412,"(41.802125742, -87.673313412)"
11514795,JB525908,11/22/2018 07:04:00 PM,060XX S BISHOP ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,true,true,0713,007,16,67,26,1167697,1864755,2018,01/28/2019 04:06:33 PM,41.784431508,-87.660698393,"(41.784431508, -87.660698393)"
11512550,JB522352,03/01/2018 12:01:00 AM,089XX S JUSTINE ST,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,true,2221,022,21,73,20,1167570,1845399,2018,01/28/2019 04:06:33 PM,41.731318749,-87.661718061,"(41.731318749, -87.661718061)"
11509472,JB518796,11/16/2018 08:00:00 AM,060XX S BISHOP ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,true,true,0713,007,16,67,26,1167697,1864755,2018,01/28/2019 04:06:33 PM,41.784431508,-87.660698393,"(41.784431508, -87.660698393)"
11502724,JB509944,10/30/2018 05:45:00 PM,015XX N KEATING AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,APARTMENT,false,true,2533,025,37,25,02,1144444,1909833,2018,01/28/2019 04:06:33 PM,41.908599256,-87.744821637,"(41.908599256, -87.744821637)"
11492618,JB496777,10/30/2018 05:00:00 PM,060XX S BISHOP ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,true,true,0713,007,16,67,26,1167697,1864755,2018,01/28/2019 04:06:33 PM,41.784431508,-87.660698393,"(41.784431508, -87.660698393)"
11476388,JB475307,10/14/2018 03:00:00 PM,033XX W MADISON ST,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,true,false,1124,011,28,27,04B,1154128,1899819,2018,01/28/2019 04:06:33 PM,41.880932047,-87.709514547,"(41.880932047, -87.709514547)"
11474800,JB473149,10/12/2018 05:32:00 PM,048XX N NAGLE AVE,0460,BATTERY,SIMPLE,STREET,true,false,1613,016,45,10,08B,1132550,1931891,2018,01/28/2019 04:06:33 PM,41.969344524,-87.787999685,"(41.969344524, -87.787999685)"
11473488,JB471316,10/06/2018 04:00:00 AM,047XX S CALUMET AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0224,002,3,38,08B,1179233,1873624,2018,01/28/2019 04:06:33 PM,41.808513431,-87.618132524,"(41.808513431, -87.618132524)"
11463314,JB457826,09/30/2018 02:30:00 PM,040XX W VAN BUREN ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,true,true,1132,011,28,26,26,1149436,1897715,2018,01/28/2019 04:06:33 PM,41.875250729,-87.726797963,"(41.875250729, -87.726797963)"
11274564,JB209560,03/23/2018 06:00:00 PM,044XX S WOOD ST,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,false,true,0924,009,15,61,20,1165107,1874687,2018,01/28/2019 04:06:33 PM,41.811741323,-87.669913344,"(41.811741323, -87.669913344)"
11220823,JB138227,01/31/2018 07:00:00 PM,048XX W SCHOOL ST,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,APARTMENT,true,true,1634,016,31,15,02,1143454,1921501,2018,01/28/2019 04:06:33 PM,41.94063601,-87.748165955,"(41.94063601, -87.748165955)"
11578498,JC131280,11/30/2018 12:01:00 AM,080XX S PEORIA ST,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,0621,006,21,71,06,,,2018,01/27/2019 04:09:33 PM,,,
11578461,JC129130,12/23/2018 05:00:00 PM,014XX W 110TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,2234,022,34,75,05,,,2018,01/27/2019 04:09:33 PM,,,
11578097,JC130600,06/08/2018 12:30:00 PM,047XX S THROOP ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,0933,009,20,61,11,,,2018,01/27/2019 04:09:33 PM,,,
11578081,JC130212,11/17/2018 08:40:00 AM,045XX N MAGNOLIA AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,1913,019,46,3,11,,,2018,01/27/2019 04:09:33 PM,,,
11578027,JC130710,12/17/2018 12:01:00 AM,003XX W 118TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0522,005,34,53,11,,,2018,01/27/2019 04:09:33 PM,,,
11578013,JC130589,08/01/2018 12:00:00 AM,097XX S GREEN ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,2223,022,34,73,11,,,2018,01/27/2019 04:09:33 PM,,,
11577998,JC130523,03/01/2018 09:00:00 AM,115XX S SANGAMON ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,0524,005,34,53,11,,,2018,01/27/2019 04:09:33 PM,,,
11577952,JC128540,12/31/2018 01:00:00 PM,005XX W ADAMS ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,BANK,false,false,0121,001,42,28,11,,,2018,01/27/2019 04:09:33 PM,,,
11577925,JC130598,12/16/2018 12:01:00 AM,064XX S STONY ISLAND AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,0314,003,5,42,26,,,2018,01/27/2019 04:09:33 PM,,,
11577915,JC130560,12/16/2018 08:00:00 AM,059XX S KARLOV AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0813,008,23,65,05,,,2018,01/27/2019 04:09:33 PM,,,
11577903,JC130585,09/26/2018 07:00:00 PM,033XX N LINCOLN AVE,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,false,false,1922,019,47,6,06,,,2018,01/27/2019 04:09:33 PM,,,
11577834,JC130411,11/08/2018 09:00:00 PM,017XX E 85TH PL,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0412,004,8,45,06,,,2018,01/27/2019 04:09:33 PM,,,
11577804,JC130430,09/29/2018 10:55:00 PM,057XX N SPAULDING AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,1711,017,39,13,11,,,2018,01/27/2019 04:09:33 PM,,,
11556226,JC104229,12/20/2018 10:00:00 AM,005XX W HARRISON ST,0560,ASSAULT,SIMPLE,GOVERNMENT BUILDING/PROPERTY,false,false,0124,001,25,28,08A,1172659,1897574,2018,01/27/2019 04:03:13 PM,41.874381838,-87.641536792,"(41.874381838, -87.641536792)"
11554607,JC102267,12/09/2018 11:00:00 PM,057XX S DAMEN AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,true,true,0715,007,15,67,02,1164006,1866608,2018,01/27/2019 04:03:13 PM,41.789594815,-87.67417902,"(41.789594815, -87.67417902)"
11549597,JB570666,12/28/2018 07:45:00 PM,087XX S RACINE AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,2222,022,21,71,03,1169883,1845743,2018,01/27/2019 04:03:13 PM,41.732212896,-87.653234716,"(41.732212896, -87.653234716)"
11546042,JB566431,12/24/2018 05:45:00 PM,001XX W 127TH ST,0820,THEFT,$500 AND UNDER,GAS STATION,false,false,0523,005,9,53,06,1177258,1820588,2018,01/27/2019 04:03:13 PM,41.663020861,-87.626972834,"(41.663020861, -87.626972834)"
11543075,JB562819,12/21/2018 04:57:00 PM,020XX S DAMEN AVE,0320,ROBBERY,STRONGARM - NO WEAPON,CTA STATION,false,false,1234,012,25,31,03,1163352,1890303,2018,01/27/2019 04:03:13 PM,41.854630302,-87.67591226,"(41.854630302, -87.67591226)"
11542537,JB562385,11/28/2018 03:35:00 PM,092XX S STONY ISLAND AVE,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",VEHICLE-COMMERCIAL,true,false,0413,004,8,48,11,1188405,1843991,2018,01/27/2019 04:03:13 PM,41.726983579,-87.585437249,"(41.726983579, -87.585437249)"
11541503,JB560652,12/20/2018 05:23:00 AM,049XX W PATTERSON AVE,0461,BATTERY,AGG PO HANDS ETC SERIOUS INJ,STREET,true,false,1634,016,30,15,04B,1142792,1923814,2018,01/27/2019 04:03:13 PM,41.946995472,-87.75054127,"(41.946995472, -87.75054127)"
11537528,JB556322,12/16/2018 09:45:00 PM,003XX E PERSHING RD,4230,KIDNAPPING,UNLAWFUL RESTRAINT,SIDEWALK,false,false,0213,002,3,38,26,1179141,1879200,2018,01/27/2019 04:03:13 PM,41.823816535,-87.618299777,"(41.823816535, -87.618299777)"
